loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,other_loans, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_status
2191,2, Graduate, Yes,5600000,21000000,18,1736000,883,9800000,1600000,20900000,6000000, Approved
2192,0, Not Graduate, Yes,3600000,9900000,12,828000,641,10300000,2400000,9100000,2700000, Approved
2193,1, Graduate, Yes,7700000,16900000,6,693000,621,22600000,7900000,27400000,10200000, Approved
2194,0, Graduate, Yes,7800000,23300000,10,780000,587,12500000,9300000,27500000,9700000, Approved
2195,3, Not Graduate, No,5700000,15400000,16,2280000,424,4700000,3000000,16400000,5600000, Rejected
2196,5, Graduate, No,6300000,20500000,14,1701000,515,4300000,3600000,18300000,9100000, Rejected
2197,5, Not Graduate, Yes,2300000,4700000,18,345000,592,1600000,3900000,6200000,2800000, Approved
2198,4, Graduate, Yes,9600000,19900000,6,3648000,319,3200000,16500000,28100000,6600000, Rejected
2199,1, Not Graduate, Yes,1000000,3900000,16,180000,360,2500000,300000,2100000,600000, Rejected
2200,5, Graduate, Yes,7200000,27100000,12,1584000,535,8400000,12800000,28100000,4800000, Rejected
2201,2, Not Graduate, Yes,3800000,11400000,16,494000,666,9000000,2400000,8000000,3800000, Approved
2202,4, Not Graduate, Yes,9300000,24600000,16,1116000,419,18100000,0,26700000,5100000, Rejected
2203,2, Not Graduate, Yes,7200000,21900000,12,2016000,640,0,11400000,14600000,3800000, Approved
2204,0, Graduate, No,7600000,19700000,12,3040000,545,4300000,5200000,29500000,7300000, Rejected
2205,4, Graduate, No,4500000,15300000,10,135000,843,13200000,6900000,10800000,2200000, Approved
2206,1, Not Graduate, Yes,9900000,30900000,20,99000,559,12100000,6100000,38600000,12100000, Approved
2207,0, Not Graduate, Yes,700000,2000000,18,77000,650,400000,1300000,2800000,500000, Approved
2208,0, Graduate, No,3500000,12300000,16,455000,479,9700000,6000000,7900000,4700000, Rejected
2209,1, Graduate, Yes,300000,1000000,14,33000,324,100000,100000,1100000,100000, Rejected
2210,5, Not Graduate, Yes,5400000,16700000,2,216000,354,1100000,4500000,19300000,5200000, Approved
2211,4, Not Graduate, Yes,2800000,8400000,10,532000,521,1500000,1200000,9100000,3700000, Rejected
2212,5, Not Graduate, Yes,4900000,15900000,8,245000,505,12400000,4900000,14900000,6100000, Rejected
2213,4, Not Graduate, No,600000,1700000,12,108000,436,400000,0,1700000,700000, Rejected
2214,0, Graduate, No,3000000,8100000,6,240000,683,3200000,4900000,10200000,3200000, Approved
2215,0, Graduate, No,1800000,5800000,18,234000,348,2900000,700000,6700000,1000000, Rejected
2216,4, Graduate, Yes,5100000,15700000,6,1224000,867,11200000,8300000,19200000,3600000, Approved
2217,5, Graduate, No,1400000,4100000,14,546000,880,3700000,1800000,2800000,2100000, Approved
2218,2, Graduate, Yes,6700000,25500000,10,1005000,673,11100000,8600000,25100000,5000000, Approved
2219,3, Not Graduate, No,4300000,12600000,18,430000,482,9300000,900000,13200000,6100000, Rejected
2220,3, Graduate, Yes,7800000,19600000,4,2340000,767,18100000,10500000,20500000,7700000, Approved
2221,3, Not Graduate, No,5400000,15800000,18,2160000,760,12700000,2300000,16400000,7200000, Approved
2222,0, Not Graduate, No,500000,1900000,2,70000,857,1100000,500000,1800000,300000, Approved
2223,1, Graduate, No,8600000,26700000,10,1634000,735,11800000,9100000,20700000,11200000, Approved
2224,3, Graduate, No,2500000,9300000,4,650000,810,2700000,3300000,9400000,3700000, Approved
2225,4, Not Graduate, No,3000000,7200000,2,210000,680,900000,3400000,9600000,1700000, Approved
2226,5, Not Graduate, Yes,7000000,26900000,4,2660000,889,1400000,4200000,22400000,7400000, Approved
2227,1, Not Graduate, Yes,400000,1500000,16,60000,688,400000,300000,1200000,200000, Approved
2228,5, Not Graduate, No,5200000,13700000,16,0,531,8800000,4500000,15700000,2900000, Rejected
2229,3, Graduate, No,3300000,11100000,2,330000,660,6500000,3700000,12300000,4500000, Approved
2230,1, Not Graduate, Yes,2400000,8800000,18,912000,414,3600000,2200000,7100000,2500000, Rejected
2231,4, Graduate, Yes,5800000,15800000,14,1856000,528,6300000,100000,21400000,8700000, Rejected
2232,4, Not Graduate, Yes,9400000,20000000,12,2820000,817,3600000,1600000,34400000,8000000, Approved
2233,2, Not Graduate, No,6100000,15300000,2,1342000,799,7100000,5500000,17800000,5300000, Approved
2234,1, Graduate, Yes,7500000,21400000,20,2325000,655,13000000,10300000,28100000,8100000, Approved
2235,2, Not Graduate, No,4100000,16200000,6,82000,546,3500000,3100000,15100000,3700000, Rejected
2236,3, Not Graduate, No,8500000,30800000,14,3400000,745,11000000,8200000,19400000,7200000, Approved
2237,0, Graduate, No,4300000,16900000,8,43000,884,6500000,5400000,12000000,3700000, Approved
2238,5, Not Graduate, No,9300000,22000000,4,93000,822,20900000,10000000,24200000,12100000, Approved
2239,4, Not Graduate, No,6000000,18700000,2,1440000,623,4300000,4000000,19100000,5700000, Approved
2240,1, Not Graduate, Yes,5300000,18900000,16,1325000,361,300000,5000000,11900000,5500000, Rejected
2241,5, Not Graduate, Yes,7400000,16200000,2,296000,778,17000000,2700000,19400000,9200000, Approved
2242,1, Not Graduate, Yes,1100000,3800000,8,253000,779,600000,1800000,4000000,1600000, Approved
2243,1, Graduate, Yes,6600000,20700000,4,858000,594,4800000,200000,26400000,8900000, Approved
2244,3, Graduate, No,8200000,28300000,2,3116000,530,15000000,10500000,20200000,12100000, Approved
2245,3, Not Graduate, No,3300000,9300000,12,495000,324,5300000,2600000,7500000,2000000, Rejected
2246,4, Graduate, Yes,2500000,9000000,10,0,394,6700000,2000000,7300000,3000000, Rejected
2247,3, Graduate, Yes,3300000,10400000,12,231000,816,7100000,6300000,11800000,4900000, Approved
2248,5, Not Graduate, No,1000000,2300000,16,70000,423,1700000,700000,2900000,1400000, Rejected
2249,5, Graduate, Yes,6200000,12800000,2,1984000,539,5600000,9800000,22300000,4800000, Rejected
2250,1, Graduate, No,7000000,21000000,20,2310000,554,16900000,6600000,14600000,5600000, Approved
2251,2, Graduate, Yes,7000000,19000000,6,1050000,523,5300000,9300000,25800000,9500000, Rejected
2252,1, Not Graduate, Yes,5300000,12000000,10,265000,852,400000,10400000,18900000,5000000, Approved
2253,0, Not Graduate, Yes,1800000,3700000,2,522000,505,3900000,2400000,4500000,1400000, Rejected
2254,0, Graduate, Yes,2300000,7900000,10,0,430,6600000,2800000,8100000,1900000, Rejected
2255,2, Graduate, No,4000000,9200000,16,600000,784,3200000,600000,13000000,4900000, Approved
2256,1, Not Graduate, No,8900000,24000000,6,2314000,380,16500000,7400000,27700000,7500000, Rejected
2257,3, Graduate, No,8000000,18600000,20,1600000,565,1600000,8600000,22500000,9400000, Approved
2258,4, Graduate, Yes,7900000,26900000,14,0,446,17900000,7300000,16500000,8200000, Rejected
2259,5, Graduate, Yes,6700000,20200000,8,1072000,406,6900000,4900000,15300000,7100000, Rejected
2260,4, Not Graduate, No,2400000,6000000,6,288000,712,6800000,2200000,6000000,1200000, Approved
2261,4, Not Graduate, No,8600000,22600000,14,1548000,729,300000,16200000,20500000,11900000, Approved
2262,1, Not Graduate, Yes,5300000,14600000,20,1060000,508,11200000,2800000,17000000,4600000, Rejected
2263,0, Graduate, No,7400000,24900000,20,370000,648,7100000,7900000,23300000,6200000, Approved
2264,0, Not Graduate, Yes,8700000,18700000,10,870000,346,1200000,1800000,30700000,8200000, Rejected
2265,5, Graduate, No,8200000,18500000,4,1886000,394,9600000,5700000,27400000,11100000, Rejected
2266,0, Not Graduate, Yes,3700000,9700000,12,999000,501,2600000,6600000,9200000,4600000, Rejected
2267,5, Not Graduate, Yes,9200000,36300000,2,2760000,655,3000000,1200000,32200000,8700000, Approved
2268,4, Not Graduate, No,6100000,20900000,4,2135000,662,10200000,7000000,23300000,4100000, Approved
2269,2, Graduate, Yes,8800000,30800000,20,1936000,820,700000,4800000,25900000,12700000, Approved
2270,5, Not Graduate, No,9200000,18900000,10,3312000,521,8300000,14500000,23400000,6900000, Rejected
2271,3, Graduate, No,7200000,27900000,12,1656000,473,21100000,8800000,27800000,8700000, Rejected
2272,1, Graduate, No,600000,1200000,10,84000,561,900000,300000,1400000,600000, Approved
2273,5, Graduate, No,8000000,23100000,20,1920000,461,5900000,2400000,29300000,7200000, Rejected
2274,4, Graduate, Yes,6900000,13800000,16,690000,715,2100000,6100000,20900000,8200000, Approved
2275,0, Not Graduate, Yes,4300000,15600000,18,1591000,440,6200000,1300000,10000000,4700000, Rejected
2276,3, Not Graduate, Yes,8500000,24900000,18,2635000,749,9600000,1200000,31700000,10100000, Approved
2277,4, Not Graduate, No,8600000,17400000,2,946000,787,11700000,10600000,18400000,10600000, Approved
2278,3, Graduate, No,6300000,13900000,18,1386000,748,17700000,8800000,21700000,8600000, Approved
2279,3, Not Graduate, Yes,5800000,13600000,12,174000,321,1700000,3300000,22300000,3400000, Rejected
2280,3, Graduate, Yes,1000000,2300000,10,40000,303,1000000,400000,2500000,1000000, Rejected
2281,0, Not Graduate, Yes,1700000,5400000,8,629000,682,2400000,1000000,3900000,2100000, Approved
2282,2, Not Graduate, No,3200000,8600000,18,128000,638,1000000,4900000,8600000,3500000, Approved
2283,0, Graduate, Yes,7500000,16600000,14,2400000,440,17200000,14500000,24100000,10300000, Rejected
2284,1, Not Graduate, Yes,2000000,6600000,10,540000,873,1400000,200000,6300000,2400000, Approved
2285,3, Not Graduate, No,9100000,19700000,20,3640000,437,6300000,13700000,23700000,12900000, Rejected
2286,4, Graduate, Yes,8400000,19700000,8,3108000,796,17900000,9200000,20200000,7700000, Approved
2287,4, Graduate, No,7100000,27200000,16,1704000,824,2400000,8000000,22400000,3900000, Approved
2288,2, Not Graduate, No,200000,800000,6,66000,338,100000,0,400000,100000, Rejected
2289,0, Not Graduate, Yes,5000000,14900000,12,1550000,575,12800000,1500000,12300000,6600000, Approved
2290,0, Not Graduate, Yes,4500000,16900000,8,630000,773,6300000,6800000,14000000,6000000, Approved
2291,2, Not Graduate, Yes,5100000,19700000,2,765000,733,0,4500000,12900000,6200000, Approved
2292,3, Graduate, Yes,4100000,10600000,14,1558000,475,5400000,4300000,13900000,4500000, Rejected
2293,1, Not Graduate, No,7200000,15000000,10,864000,677,10600000,3900000,24500000,4100000, Approved
2294,3, Not Graduate, No,7800000,17700000,6,1092000,403,12600000,3700000,24700000,10000000, Rejected
2295,3, Graduate, Yes,7500000,25300000,12,2175000,767,13200000,10800000,19400000,9600000, Approved
2296,3, Graduate, Yes,6400000,21000000,2,1920000,813,3900000,10900000,20500000,4400000, Approved
2297,4, Graduate, No,7000000,25700000,20,2100000,597,19900000,13500000,27500000,10100000, Approved
2298,4, Not Graduate, Yes,9000000,31100000,8,270000,896,7100000,4400000,23400000,13100000, Approved
2299,2, Not Graduate, Yes,4400000,13900000,6,1452000,810,13200000,4200000,15000000,5200000, Approved
2300,2, Not Graduate, No,900000,2000000,14,63000,337,1700000,0,2100000,600000, Rejected
2301,1, Graduate, No,9800000,26900000,18,1764000,792,15900000,14100000,25200000,11900000, Approved
2302,4, Not Graduate, No,600000,1600000,6,48000,784,300000,100000,1900000,500000, Approved
2303,5, Graduate, Yes,9700000,30100000,12,1940000,434,19600000,17900000,21000000,6900000, Rejected
2304,2, Graduate, Yes,8400000,32600000,10,2184000,384,13900000,1600000,21600000,7000000, Rejected
2305,1, Graduate, No,8300000,24900000,10,166000,642,11500000,15400000,21600000,5800000, Approved
2306,4, Graduate, No,7900000,29900000,8,1106000,314,22000000,4600000,26000000,8100000, Rejected
2307,1, Not Graduate, No,8600000,25900000,2,1204000,606,3700000,14900000,32700000,12200000, Approved
2308,5, Not Graduate, Yes,6700000,17600000,14,1876000,843,12700000,200000,19500000,5600000, Approved
2309,0, Graduate, No,2700000,7400000,10,486000,778,6800000,800000,5600000,2800000, Approved
2310,0, Not Graduate, No,6600000,25600000,8,1848000,718,12600000,12200000,21700000,9000000, Approved
2311,1, Graduate, Yes,7100000,20800000,20,1704000,437,9600000,7300000,24700000,8800000, Rejected
2312,5, Graduate, Yes,300000,700000,10,78000,586,0,400000,1000000,100000, Approved
2313,2, Graduate, No,2200000,7000000,6,110000,777,6100000,400000,4400000,3300000, Approved
2314,1, Graduate, Yes,8700000,31700000,12,1305000,525,7800000,10200000,30300000,6100000, Rejected
2315,4, Graduate, No,7200000,23100000,12,2736000,632,4600000,8500000,19400000,4400000, Approved
2316,0, Not Graduate, No,2000000,4800000,20,420000,337,1300000,2200000,5500000,1700000, Rejected
2317,4, Graduate, Yes,8600000,27900000,8,2064000,458,22400000,1800000,34000000,11700000, Rejected
2318,2, Graduate, Yes,2300000,5400000,8,782000,364,4500000,500000,7000000,2000000, Rejected
2319,2, Not Graduate, Yes,9600000,29800000,16,1152000,499,28500000,6300000,31800000,7400000, Rejected
2320,2, Graduate, Yes,1900000,6500000,16,437000,887,2000000,1200000,4500000,1700000, Approved
2321,1, Graduate, No,2100000,6300000,16,105000,882,3900000,2200000,7700000,2900000, Approved
2322,1, Not Graduate, Yes,3900000,8700000,8,1326000,817,900000,2500000,10700000,2100000, Approved
2323,5, Not Graduate, Yes,200000,300000,10,54000,704,500000,100000,800000,200000, Approved
2324,1, Not Graduate, Yes,1900000,4500000,12,684000,742,1200000,2000000,4400000,1200000, Approved
2325,0, Not Graduate, Yes,3200000,11600000,4,576000,393,4700000,300000,8000000,3100000, Approved
2326,0, Not Graduate, No,1100000,4300000,18,264000,828,700000,800000,2900000,900000, Approved
2327,5, Graduate, Yes,8000000,21500000,12,320000,779,2600000,15100000,29800000,10400000, Approved
2328,4, Graduate, Yes,6100000,21700000,6,122000,860,13900000,900000,14100000,5600000, Approved
2329,5, Graduate, No,3200000,10600000,2,0,432,6500000,3700000,11200000,3700000, Approved
2330,4, Graduate, Yes,9000000,30400000,20,2430000,532,21000000,7400000,30500000,13100000, Rejected
2331,0, Not Graduate, Yes,1200000,3200000,2,144000,678,1500000,1000000,3400000,900000, Approved
2332,3, Graduate, No,7900000,27000000,6,632000,601,17700000,7800000,27600000,11500000, Approved
2333,3, Graduate, Yes,7700000,23100000,8,1001000,807,2900000,9800000,20400000,7000000, Approved
2334,2, Not Graduate, No,4400000,16500000,16,528000,879,7800000,7500000,10300000,5400000, Approved
2335,1, Not Graduate, No,3100000,11200000,18,1054000,665,2000000,5400000,12000000,2500000, Approved
2336,5, Not Graduate, Yes,2600000,9300000,16,182000,697,5100000,1200000,7700000,3700000, Approved
2337,4, Graduate, No,5500000,21700000,14,1485000,867,5000000,8700000,15200000,3100000, Approved
2338,1, Graduate, No,5700000,15500000,8,1197000,544,10500000,8700000,20900000,7000000, Rejected
2339,5, Graduate, No,6100000,20700000,20,610000,482,9400000,2000000,16900000,5900000, Rejected
2340,2, Graduate, No,8200000,22500000,18,2706000,857,13400000,14300000,28400000,8400000, Approved
2341,1, Graduate, No,6000000,21200000,12,1380000,549,17900000,8200000,16900000,6200000, Rejected
2342,1, Graduate, Yes,8000000,30600000,10,1360000,720,23700000,8500000,24900000,9700000, Approved
2343,4, Not Graduate, No,2000000,4800000,8,0,302,1500000,800000,4000000,2600000, Rejected
2344,5, Graduate, Yes,1300000,2900000,12,208000,669,400000,1700000,3900000,1800000, Approved
2345,1, Graduate, No,7000000,27100000,6,1680000,591,6700000,12200000,21500000,4900000, Approved
2346,3, Graduate, No,4100000,15300000,6,492000,440,7500000,5100000,8200000,2000000, Rejected
2347,3, Graduate, No,8000000,26200000,16,240000,890,15800000,4300000,25000000,4000000, Approved
2348,4, Not Graduate, No,8100000,28000000,8,1863000,663,8800000,11300000,26000000,5500000, Approved
2349,4, Graduate, Yes,9500000,22600000,14,475000,433,10000000,900000,23100000,13400000, Rejected
2350,0, Graduate, No,9200000,22500000,10,2576000,317,14200000,17400000,28500000,10700000, Rejected
2351,2, Graduate, No,3900000,14700000,16,1287000,360,2600000,200000,8300000,2900000, Rejected
2352,1, Graduate, No,9100000,26200000,8,819000,727,20800000,7100000,27800000,8900000, Approved
2353,3, Graduate, Yes,3000000,8300000,4,870000,685,2900000,5400000,11300000,3800000, Approved
2354,4, Graduate, No,2000000,4300000,8,180000,373,2000000,2700000,7700000,2200000, Rejected
2355,5, Graduate, No,6300000,14600000,8,1827000,469,13300000,10100000,24500000,3800000, Rejected
2356,3, Not Graduate, Yes,4100000,10900000,8,1148000,548,8800000,5200000,13200000,4300000, Rejected
2357,0, Not Graduate, No,9800000,29400000,20,1274000,618,1200000,14600000,33800000,8300000, Approved
2358,2, Graduate, No,5200000,15400000,8,1976000,658,1200000,7500000,12800000,3200000, Approved
2359,3, Graduate, No,7600000,28700000,18,2888000,781,21300000,12400000,29600000,8000000, Approved
2360,3, Not Graduate, No,9200000,35500000,2,3496000,715,11100000,11800000,19800000,11700000, Approved
2361,5, Not Graduate, No,2200000,8100000,4,220000,409,300000,0,4900000,2400000, Rejected
2362,2, Not Graduate, Yes,8300000,20600000,10,3320000,504,100000,900000,33200000,6700000, Rejected
2363,3, Graduate, Yes,6100000,21600000,16,2135000,428,2900000,6100000,15100000,7200000, Rejected
2364,2, Graduate, No,4500000,16600000,20,810000,704,6400000,4200000,16900000,2400000, Approved
2365,3, Not Graduate, No,6600000,18800000,12,132000,834,18800000,9300000,13700000,4800000, Approved
2366,4, Not Graduate, No,8900000,34900000,14,2937000,694,15400000,2800000,20600000,9100000, Approved
2367,4, Graduate, Yes,3900000,13300000,20,1443000,453,9800000,500000,12300000,4700000, Rejected
2368,3, Graduate, Yes,8900000,35400000,14,356000,404,22300000,7700000,26400000,5900000, Rejected
2369,5, Not Graduate, No,6400000,22300000,12,1408000,776,500000,9100000,24100000,5800000, Approved
2370,1, Not Graduate, Yes,9500000,28700000,16,3230000,526,24600000,4900000,31800000,6600000, Rejected
2371,3, Graduate, Yes,300000,1000000,8,111000,641,700000,200000,1100000,200000, Approved
2372,5, Not Graduate, No,4100000,12300000,6,1394000,582,10900000,6100000,14100000,3500000, Approved
2373,2, Graduate, No,8100000,20800000,18,243000,778,4100000,15500000,16700000,10600000, Approved
2374,4, Graduate, No,9900000,28400000,10,1584000,763,23700000,12700000,35800000,5800000, Approved
2375,0, Not Graduate, No,4800000,19000000,12,48000,650,7000000,1000000,15600000,4800000, Approved
2376,0, Graduate, Yes,2900000,9700000,2,1102000,820,6700000,1600000,9100000,3900000, Approved
2377,1, Not Graduate, Yes,3500000,13500000,12,455000,824,8400000,3900000,11600000,4100000, Approved
2378,1, Not Graduate, Yes,4900000,12600000,4,833000,718,11800000,7300000,11800000,3800000, Approved
2379,2, Not Graduate, Yes,5100000,13300000,14,969000,313,5900000,7900000,18000000,3900000, Rejected
2380,5, Graduate, No,7300000,26200000,10,2701000,751,1400000,12200000,26700000,10400000, Approved
2381,0, Graduate, Yes,200000,300000,18,52000,520,100000,300000,600000,100000, Rejected
2382,2, Graduate, No,1400000,4700000,4,294000,355,2100000,600000,4400000,1400000, Approved
2383,3, Graduate, Yes,8700000,33600000,14,1044000,314,7700000,10000000,21700000,6200000, Rejected
2384,1, Not Graduate, Yes,2800000,5900000,20,252000,728,1000000,3200000,10300000,1400000, Approved
2385,3, Graduate, Yes,9100000,30100000,14,1911000,564,26600000,7300000,22700000,8200000, Approved
2386,0, Not Graduate, Yes,6800000,15300000,14,2652000,699,19900000,2600000,13900000,8300000, Approved
2387,0, Not Graduate, Yes,5000000,17000000,6,0,624,6700000,6200000,15400000,5900000, Approved
2388,0, Graduate, Yes,4400000,16800000,14,88000,795,8700000,8700000,12600000,3400000, Approved
2389,5, Not Graduate, Yes,8400000,18600000,20,252000,703,2500000,7100000,28800000,9500000, Approved
2390,4, Graduate, No,7800000,17300000,4,546000,394,3600000,13100000,24300000,7200000, Rejected
2391,4, Graduate, Yes,4800000,9900000,14,1728000,779,5200000,9300000,18600000,2900000, Approved
2392,1, Graduate, No,3200000,8800000,4,608000,405,1000000,2600000,10700000,3400000, Rejected
2393,5, Graduate, Yes,2300000,6700000,16,782000,612,6700000,3300000,8800000,2000000, Approved
2394,5, Not Graduate, Yes,9200000,28100000,10,1932000,448,22300000,3300000,33200000,10700000, Rejected
2395,2, Not Graduate, Yes,4700000,13700000,6,1551000,506,1300000,7900000,16700000,3500000, Rejected
2396,0, Not Graduate, Yes,8000000,30400000,2,720000,776,16600000,1400000,29100000,7800000, Approved
2397,1, Graduate, Yes,2600000,8600000,6,988000,730,800000,2900000,6000000,3100000, Approved
2398,3, Not Graduate, No,200000,800000,20,8000,730,0,300000,400000,300000, Approved
2399,5, Graduate, No,7300000,17200000,2,2847000,345,6100000,8400000,23200000,4900000, Rejected
2400,4, Not Graduate, No,3300000,11800000,2,330000,847,7800000,2400000,12100000,3000000, Approved
2401,4, Not Graduate, No,8300000,23300000,20,2822000,398,18500000,11500000,17100000,9900000, Rejected
2402,5, Not Graduate, Yes,4100000,9600000,2,451000,307,8800000,7800000,8500000,3100000, Rejected
2403,1, Not Graduate, No,7300000,23700000,16,1241000,852,9400000,6800000,22600000,8500000, Approved
2404,1, Not Graduate, No,9300000,27500000,6,744000,364,12200000,13800000,25300000,10800000, Rejected
2405,2, Graduate, Yes,4300000,15200000,12,903000,552,3400000,2100000,12700000,4800000, Approved
2406,3, Not Graduate, No,2600000,8100000,2,312000,421,4200000,3100000,6200000,2500000, Approved
2407,5, Graduate, No,2900000,9800000,12,957000,588,5900000,2300000,6800000,2900000, Approved
2408,2, Graduate, Yes,900000,3500000,6,27000,763,2300000,300000,2000000,600000, Approved
2409,3, Not Graduate, Yes,4900000,17500000,20,1372000,823,12600000,8700000,14300000,4800000, Approved
2410,0, Graduate, No,7700000,24800000,10,2464000,642,16800000,10700000,27400000,4500000, Approved
2411,1, Graduate, No,4700000,16800000,12,1363000,647,10400000,8300000,10600000,3400000, Approved
2412,5, Not Graduate, No,3000000,8900000,20,780000,886,2600000,1000000,10600000,2800000, Approved
2413,4, Not Graduate, No,9700000,26200000,4,2619000,518,26200000,0,22500000,14000000, Rejected
2414,0, Graduate, Yes,6900000,26800000,20,621000,515,10800000,2500000,16700000,8300000, Rejected
2415,2, Not Graduate, Yes,3800000,12400000,8,646000,340,1800000,2600000,9700000,2600000, Rejected
2416,3, Not Graduate, Yes,600000,1700000,14,24000,521,0,1000000,1700000,600000, Rejected
2417,2, Not Graduate, Yes,1200000,2900000,12,264000,330,400000,1600000,3800000,600000, Rejected
2418,4, Not Graduate, Yes,7800000,26800000,2,3042000,474,8900000,11200000,18400000,5600000, Approved
2419,0, Not Graduate, No,9000000,35100000,6,0,898,500000,16200000,20700000,9100000, Approved
2420,1, Not Graduate, No,2800000,9100000,12,476000,436,3600000,500000,7800000,3600000, Rejected
2421,1, Not Graduate, No,7800000,21300000,10,2106000,326,22800000,10700000,18500000,4500000, Rejected
2422,4, Graduate, Yes,4700000,9500000,18,799000,876,11800000,6600000,18000000,4100000, Approved
2423,2, Graduate, No,4600000,17500000,20,874000,597,11400000,6100000,14100000,4100000, Approved
2424,4, Graduate, No,5100000,16100000,14,663000,436,11400000,2700000,13100000,6700000, Rejected
2425,3, Not Graduate, Yes,6100000,22800000,18,2196000,640,16800000,7300000,19600000,6000000, Approved
2426,0, Not Graduate, No,6000000,22900000,16,660000,302,12200000,6500000,17700000,7100000, Rejected
2427,2, Not Graduate, No,8400000,23200000,16,1260000,476,15200000,5400000,18700000,8600000, Rejected
2428,2, Graduate, No,9300000,22000000,14,186000,393,4300000,3800000,28400000,13900000, Rejected
2429,0, Graduate, No,4200000,10300000,10,1596000,506,9300000,4500000,12400000,6000000, Rejected
2430,3, Graduate, No,9600000,37800000,10,3456000,418,6700000,5500000,34900000,11300000, Rejected
2431,3, Graduate, No,5600000,13400000,6,2128000,865,14900000,9700000,12300000,6000000, Approved
2432,4, Graduate, No,7800000,28600000,2,1404000,703,500000,12400000,29500000,10500000, Approved
2433,2, Graduate, Yes,4500000,12600000,2,810000,568,6900000,3900000,17800000,2900000, Approved
2434,3, Graduate, No,2400000,5900000,2,864000,425,1100000,500000,7400000,2500000, Rejected
2435,0, Not Graduate, No,3900000,11300000,12,663000,305,5000000,5900000,8800000,2100000, Rejected
2436,5, Graduate, Yes,9600000,20600000,6,384000,456,17300000,11000000,21700000,11600000, Rejected
2437,4, Not Graduate, No,900000,2600000,2,0,602,600000,800000,3200000,1000000, Approved
2438,3, Graduate, Yes,1100000,3800000,20,0,814,1400000,1500000,3200000,1100000, Approved
2439,4, Not Graduate, No,6400000,24900000,2,1472000,640,10000000,5700000,18700000,6300000, Approved
2440,2, Graduate, No,4600000,15000000,4,1840000,817,7200000,2400000,13000000,6600000, Approved
2441,4, Graduate, No,7600000,29800000,20,2052000,361,13800000,5800000,15300000,5900000, Rejected
2442,5, Not Graduate, No,6800000,20100000,14,2720000,839,1900000,600000,15600000,7500000, Approved
2443,5, Graduate, No,7100000,27000000,20,1775000,592,5100000,9600000,20200000,7600000, Approved
2444,4, Not Graduate, Yes,6700000,24700000,6,2479000,498,12900000,700000,18800000,8400000, Rejected
2445,5, Not Graduate, Yes,5800000,12400000,6,1044000,847,5100000,9000000,14100000,7600000, Approved
2446,0, Graduate, Yes,8600000,29400000,16,344000,643,1000000,14100000,33000000,12300000, Approved
2447,0, Graduate, Yes,3500000,10600000,4,1330000,389,8300000,4800000,9100000,2500000, Approved
2448,2, Graduate, Yes,4800000,17500000,20,1728000,381,400000,6900000,13400000,7000000, Rejected
2449,5, Graduate, Yes,6100000,14400000,16,244000,400,9200000,2800000,23800000,5600000, Rejected
2450,5, Graduate, Yes,5200000,12700000,16,312000,718,11700000,100000,18100000,7200000, Approved
2451,5, Not Graduate, Yes,4100000,12400000,8,205000,309,8200000,1000000,13000000,3300000, Rejected
2452,5, Not Graduate, No,3200000,7400000,2,1024000,838,2200000,2900000,10200000,3600000, Approved
2453,3, Not Graduate, Yes,7500000,21600000,14,1350000,678,8800000,12100000,20100000,11200000, Approved
2454,2, Not Graduate, Yes,1500000,4500000,14,195000,826,3200000,1700000,4600000,1600000, Approved
2455,4, Graduate, Yes,1200000,3100000,16,276000,348,1200000,2200000,3500000,1700000, Rejected
2456,1, Graduate, Yes,8400000,19700000,6,2436000,476,24700000,16500000,31800000,12100000, Rejected
2457,0, Not Graduate, Yes,7900000,26300000,8,1501000,666,4600000,9200000,18400000,11800000, Approved
2458,1, Graduate, Yes,2100000,4300000,20,462000,896,100000,2300000,7500000,2300000, Approved
2459,2, Graduate, No,2500000,7000000,20,625000,547,800000,1200000,5200000,2300000, Rejected
2460,2, Not Graduate, Yes,3700000,13900000,2,1184000,405,5900000,3200000,9100000,5500000, Approved
2461,5, Graduate, No,1100000,4000000,16,121000,498,400000,100000,2300000,700000, Rejected
2462,5, Graduate, No,6500000,24800000,8,1300000,779,7000000,9600000,15700000,8800000, Approved
2463,0, Not Graduate, Yes,8200000,31500000,8,2050000,403,11500000,8800000,19000000,6100000, Rejected
2464,2, Not Graduate, No,5000000,12400000,8,1100000,709,11300000,6800000,13300000,4200000, Approved
2465,1, Not Graduate, No,1500000,6000000,6,225000,507,2600000,2700000,4800000,1900000, Rejected
2466,5, Not Graduate, No,3700000,9100000,18,814000,368,3400000,2400000,8400000,3300000, Rejected
2467,3, Graduate, Yes,4100000,14600000,16,328000,760,4700000,6600000,14900000,3000000, Approved
2468,2, Not Graduate, No,7200000,16800000,6,576000,796,6600000,6100000,14400000,9800000, Approved
2469,1, Graduate, No,2000000,5000000,6,600000,876,500000,2900000,5800000,1500000, Approved
2470,3, Not Graduate, No,2000000,4700000,14,300000,673,800000,3400000,5900000,1500000, Approved
2471,1, Graduate, Yes,5100000,11500000,4,1122000,747,5000000,8900000,14100000,7000000, Approved
2472,1, Not Graduate, No,6000000,13600000,12,120000,589,9000000,300000,12600000,7100000, Approved
